time	Vo
4.085961312019146e-002	1.902038e+001
4.086955203205547e-002	1.911576e+001
4.087955203205548e-002	1.919669e+001
4.088955203205548e-002	1.926546e+001
4.089955203205548e-002	1.932445e+001
4.090955203205549e-002	1.937554e+001
4.091955203205549e-002	1.942021e+001
4.092955203205549e-002	1.945963e+001
4.093955203205549e-002	1.949471e+001
4.094955203205550e-002	1.952619e+001
4.095955203205550e-002	1.955462e+001
4.096955203205550e-002	1.958046e+001
4.097955203205551e-002	1.960401e+001
4.098955203205551e-002	1.962549e+001
4.099955203205551e-002	1.964497e+001
4.100955203205552e-002	1.966238e+001
4.101955203205552e-002	1.967747e+001
4.102955203205552e-002	1.968988e+001
4.103955203205553e-002	1.969913e+001
4.104955203205553e-002	1.970478e+001
4.105955203205553e-002	1.970646e+001
4.106955203205553e-002	1.970388e+001
4.107955203205554e-002	1.969686e+001
4.108955203205554e-002	1.968524e+001
4.109955203205554e-002	1.966895e+001
4.110955203205555e-002	1.964790e+001
4.111955203205555e-002	1.962207e+001
4.112955203205555e-002	1.959140e+001
4.113955203205556e-002	1.955590e+001
4.114955203205556e-002	1.951555e+001
4.115955203205556e-002	1.947036e+001
4.116955203205557e-002	1.942034e+001
4.117955203205557e-002	1.936550e+001
4.118955203205557e-002	1.930586e+001
4.119955203205557e-002	1.924146e+001
4.120955203205558e-002	1.917232e+001
4.121955203205558e-002	1.909848e+001
4.123955203205559e-002	1.893686e+001
4.124955203205559e-002	1.884918e+001
4.125955203205559e-002	1.875698e+001
4.127955203205560e-002	1.855926e+001
4.129955203205560e-002	1.834416e+001
4.132955203205561e-002	1.799008e+001
4.135955203205562e-002	1.760006e+001
4.138955203205563e-002	1.717627e+001
4.140955203205564e-002	1.687397e+001
4.142955203205564e-002	1.656066e+001
4.144955203205565e-002	1.623635e+001
4.146955203205566e-002	1.590104e+001
4.148955203205566e-002	1.555472e+001
4.150955203205567e-002	1.519740e+001
4.152955203205568e-002	1.482907e+001
4.155955203205568e-002	1.426602e+001
4.157955203205569e-002	1.388288e+001
4.159955203205570e-002	1.349482e+001
4.161526631776999e-002	1.318571e+001
4.163098060348427e-002	1.287635e+001
4.164669488919857e-002	1.256676e+001
4.166240917491286e-002	1.225692e+001
4.167812346062715e-002	1.194685e+001
4.169383774634144e-002	1.163653e+001
4.170955203205573e-002	1.132597e+001
4.173240917491288e-002	1.087499e+001
4.175526631777003e-002	1.043528e+001
4.177812346062718e-002	1.000684e+001
4.180098060348433e-002	9.589653e+000
4.182383774634148e-002	9.183736e+000
4.184669488919863e-002	8.789083e+000
4.186955203205578e-002	8.405695e+000
4.187955203205578e-002	8.245930e+000
4.188955203205579e-002	8.089881e+000
4.189955203205579e-002	7.937722e+000
4.190955203205579e-002	7.789622e+000
4.192955203205580e-002	7.506279e+000
4.194955203205580e-002	7.241192e+000
4.196955203205581e-002	6.995677e+000
4.197955203205581e-002	6.880661e+000
4.198955203205582e-002	6.771018e+000
4.199955203205582e-002	6.666902e+000
4.201955203205583e-002	6.475856e+000
4.204955203205583e-002	6.234459e+000
4.207955203205584e-002	6.050619e+000
4.210955203205585e-002	5.927843e+000
4.213955203205586e-002	5.869322e+000
4.215955203205587e-002	5.867419e+000
4.217955203205587e-002	5.896087e+000
4.219955203205588e-002	5.955990e+000
4.220955203205588e-002	5.997840e+000
4.221955203205589e-002	6.047709e+000
4.222955203205589e-002	6.105658e+000
4.223955203205589e-002	6.171737e+000
4.225955203205590e-002	6.328473e+000
4.226955203205590e-002	6.419207e+000
4.227955203205591e-002	6.518224e+000
4.228955203205591e-002	6.625549e+000
4.229955203205591e-002	6.741198e+000
4.230955203205591e-002	6.865179e+000
4.232955203205592e-002	7.138151e+000
4.235955203205593e-002	7.609976e+000
4.238955203205594e-002	8.156025e+000
4.241955203205595e-002	8.775061e+000
4.243955203205595e-002	9.227404e+000
4.245955203205596e-002	9.710652e+000
4.247955203205597e-002	1.022395e+001
4.249955203205597e-002	1.076628e+001
4.250955203205598e-002	1.104797e+001
4.251955203205598e-002	1.133646e+001
4.252955203205598e-002	1.163157e+001
4.253955203205598e-002	1.193312e+001
4.254955203205599e-002	1.224090e+001
4.255955203205599e-002	1.255468e+001
4.257955203205600e-002	1.319930e+001
4.258955203205600e-002	1.352959e+001
4.259955203205600e-002	1.386481e+001
4.260955203205601e-002	1.420461e+001
4.261955203205601e-002	1.454862e+001
4.262955203205601e-002	1.489644e+001
4.263955203205602e-002	1.524758e+001
4.264955203205602e-002	1.560150e+001
4.265955203205602e-002	1.595756e+001
4.266955203205602e-002	1.631500e+001
4.267955203205603e-002	1.667285e+001
4.268955203205603e-002	1.702980e+001
4.269955203205603e-002	1.738400e+001
4.270955203205604e-002	1.773240e+001
4.271955203205604e-002	1.806828e+001
4.272955203205604e-002	1.837242e+001
4.273955203205605e-002	1.861624e+001
4.274955203205605e-002	1.879712e+001
4.275545165550899e-002	1.888089e+001
4.276251139683478e-002	1.896563e+001
4.277251139683478e-002	1.906912e+001
4.278251139683478e-002	1.915724e+001
4.279251139683479e-002	1.923175e+001
4.280251139683479e-002	1.929537e+001
4.281251139683479e-002	1.935020e+001
4.282251139683480e-002	1.939793e+001
4.283251139683480e-002	1.943987e+001
4.284251139683480e-002	1.947703e+001
4.285251139683480e-002	1.951026e+001
4.286251139683481e-002	1.954017e+001
4.287251139683481e-002	1.956728e+001
4.288251139683481e-002	1.959197e+001
4.289251139683482e-002	1.961449e+001
4.290251139683482e-002	1.963500e+001
4.291251139683482e-002	1.965349e+001
4.292251139683483e-002	1.966981e+001
4.293251139683483e-002	1.968364e+001
4.294251139683483e-002	1.969456e+001
4.295251139683484e-002	1.970210e+001
4.296251139683484e-002	1.970584e+001
4.297251139683484e-002	1.970545e+001
4.298251139683484e-002	1.970069e+001
4.299251139683485e-002	1.969140e+001
4.300251139683485e-002	1.967747e+001
4.301251139683485e-002	1.965882e+001
4.302251139683486e-002	1.963539e+001
4.303251139683486e-002	1.960714e+001
4.304251139683486e-002	1.957405e+001
4.305251139683487e-002	1.953612e+001
4.306251139683487e-002	1.949333e+001
4.307251139683487e-002	1.944570e+001
4.308251139683487e-002	1.939323e+001
4.309251139683488e-002	1.933596e+001
4.310251139683488e-002	1.927389e+001
4.311251139683488e-002	1.920707e+001
4.312251139683489e-002	1.913552e+001
4.314251139683489e-002	1.897842e+001
4.315251139683490e-002	1.889294e+001
4.316251139683490e-002	1.880293e+001
4.318251139683491e-002	1.860946e+001
4.320251139683491e-002	1.839847e+001
4.323251139683492e-002	1.805026e+001
4.326251139683493e-002	1.766572e+001
4.329251139683494e-002	1.724700e+001
4.331251139683495e-002	1.694784e+001
